publish_time,now_rank,fanghao,share,danmaku,aid,coin,his_rank,tminfo,title,url,favorite,reply,view
2016-09-19 23:30,0,6346043,351,22879,6346043,1685,0,番剧,弹丸论破3 -未来篇- : 第11集 所有美好的东西,http://www.bilibili.com/video/av6346043,568,7707,638419
2016-09-26 23:30,0,6429054,356,28151,6429054,1307,0,番剧,弹丸论破3 -未来篇- : 第12集 这永远是最黑暗的,http://www.bilibili.com/video/av6429054,383,5674,638031
2016-09-02 00:00,0,6116040,277,18192,6116040,1533,0,番剧,弹丸论破3 -绝望篇- : 第8集 偶然的最恶重逢,http://www.bilibili.com/video/av6116040,574,5396,637440
2016-09-19 01:35,0,6335256,193,9420,6335256,1046,0,番剧,齐木楠雄的灾难 : 第11集,http://www.bilibili.com/video/av6335256,195,1221,627345
2016-09-22 09:39,0,nil,397,1934,6369912,4384,65,舞蹈,【泡芙】~Girls之舞~帅气长腿细高跟初挑战！,http://www.bilibili.com/video/av6369912,17340,703,624212
2016-09-10 19:25,0,nil,1574,3741,6227723,1232,58,科技,如何比光速快？Will This Go Faster Than Light?#IKE字幕组,http://www.bilibili.com/video/av6227723,18316,2459,623503
2016-09-30 17:21,0,nil,5650,4487,6470435,14805,33,鬼畜,【LOL】卡农带感Rap,http://www.bilibili.com/video/av6470435,23275,912,623437
2016-09-11 22:30,0,6243774,188,11743,6243774,1643,0,番剧,热诚传说X : 第11集 艾丽莎·蒂芙达,http://www.bilibili.com/video/av6243774,254,3038,626181
2016-09-30 09:54,0,nil,539,21883,6465954,1906,0,番剧,时空使徒 1 年度飙车大戏,http://www.bilibili.com/video/av6465954,776,8519,622531
2016-09-23 22:11,0,nil,682,12386,6388363,4632,78,电影,【暴走看啥片儿第三季】56釜山行丧尸大爆种 微微一笑很神经,http://www.bilibili.com/video/av6388363,2362,2447,618362
2016-09-05 12:00,0,nil,697,42169,6164935,2374,0,番剧,【合集】Code Geass 反叛的鲁路修,http://www.bilibili.com/video/av6164935,6413,3970,614008
2016-09-09 15:30,0,nil,372,2397,6211409,741,38,科技,10种世界上最昂贵的液体 @柚子木字幕组,http://www.bilibili.com/video/av6211409,7931,1331,612329
2016-09-04 00:00,0,6140886,383,19810,6140886,2151,0,番剧,Rewrite : 第10集 只是、作为朋友 【独家放送】,http://www.bilibili.com/video/av6140886,450,5212,613622
2016-10-01 00:00:10,0,6472046,6068,40064,6472046,4786,0,番剧,从很久以前就喜欢你了。～告白实行委员会～ 【独家放送】,http://www.bilibili.com/video/av6472046,14303,3895,603899
2016-09-14 13:17,0,nil,5181,5741,6271596,6490,31,鬼畜,【舞法天女】安真真教你做自我介绍（Rap）,http://www.bilibili.com/video/av6271596,16955,1914,602650
2016-09-26 01:35,0,6417042,249,9458,6417042,956,0,番剧,齐木楠雄的灾难 : 第12集,http://www.bilibili.com/video/av6417042,170,1214,603642
2016-09-06 20:53,0,nil,8267,7514,6181669,41506,99,鬼畜,吔歌！,http://www.bilibili.com/video/av6181669,34635,2079,600382
2016-09-16 00:00,0,6292061,588,31542,6292061,1776,0,番剧,弹丸论破3 -绝望篇- : 第10集 你面对以希望为名的绝望微笑,http://www.bilibili.com/video/av6292061,594,12409,601927
2016-09-20 14:54,1,nil,3578,2264,6351680,17644,75,鬼畜,当奇拉比的RAP遇到BGM,http://www.bilibili.com/video/av6351680,22584,1083,599328
2016-09-13 19:36,0,nil,1954,6514,6264711,2664,26,电视剧,【谷阿莫】8分鐘看完1350分鐘的人帥真好電視劇《微微一笑很傾城》1-30集,http://www.bilibili.com/video/av6264711,2536,3273,599067
2016-09-25 04:57,0,nil,438,2494,6406308,2423,32,游戏,守望先锋【午时已到】第12期：瑟瑟发抖的LAOX,http://www.bilibili.com/video/av6406308,1439,678,588925
2016-09-09 00:00,0,6203732,230,15897,6203732,1155,0,番剧,弹丸论破3 -绝望篇- : 第9集 雪染千纱笑不出来,http://www.bilibili.com/video/av6203732,419,5379,595036
2016-09-25 15:26,0,nil,7929,3284,6412200,1909,80,生活,【DDVTV微视频】日本超火的洗脑神曲PPAP综合各种版 太魔性啦,http://www.bilibili.com/video/av6412200,12101,640,584938
2016-09-23 03:00,0,6376700,702,57552,6376700,6356,0,番剧,这个美术社大有问题！ : 第12集 今后依旧,http://www.bilibili.com/video/av6376700,910,4782,591475
2016-09-18 13:55,0,nil,1049,4217,6330413,2015,0,生活,这次在家玩diao时被老妈逮到……生无可恋！又来？！！？！？！,http://www.bilibili.com/video/av6330413,3040,1139,582477
2016-09-20 16:49,0,nil,2856,4044,6352727,19074,45,鬼畜,high♂歌,http://www.bilibili.com/video/av6352727,13588,3431,580579
2016-09-12 19:25,0,nil,1795,3537,6253943,2831,71,电影,【刘哔】温情解说之《釜山行》：明知山有釜，偏向釜山行,http://www.bilibili.com/video/av6253943,2944,1698,580062
2016-09-23 15:40,0,nil,677,4669,6383494,6415,18,舞蹈,【BiuBiu】极乐净土 羞耻度爆表 烤熟的金丝雀带你游新加坡 内含高能花絮,http://www.bilibili.com/video/av6383494,12850,1938,576649
2016-09-05 17:39,0,nil,3012,2603,6168691,25380,79,鬼畜,【Rap】曾小贤：从0开始的爱情公寓生活,http://www.bilibili.com/video/av6168691,18219,833,575349
2016-09-23 00:00,0,6376735,259,15395,6376735,1378,0,番剧,弹丸论破3 -绝望篇- : 第11集 再见 希望之峰学园,http://www.bilibili.com/video/av6376735,518,3937,579160
2016-09-26 12:47,1,nil,3731,4593,6423537,19887,95,鬼畜,【鬼畜斯基·全明星】15许嵩：有何不可,http://www.bilibili.com/video/av6423537,19958,2067,574330
2016-09-22 21:30,0,nil,286,7144,6376730,6142,49,游戏,【史丹利快报第三季】05团长我无需求，先下线了,http://www.bilibili.com/video/av6376730,1189,2136,574328
2016-09-04 13:05,0,nil,655,3279,6152482,2356,32,游戏,守望先锋【午时已到】第10期：绕后开Q积木李,http://www.bilibili.com/video/av6152482,1524,1124,573509
2016-09-03 14:00,0,nil,2217,77379,6136009,7874,0,娱乐,【故事王 StoryMan】第三期：一个不NTR的肥皂剧不是好里番,http://www.bilibili.com/video/av6136009,10708,10943,572605
2016-09-01 22:31,0,nil,325,8125,6118687,5765,66,游戏,【史丹利快报第三季】03没超能力打什么电竞,http://www.bilibili.com/video/av6118687,1148,1651,572132
2016-09-02 19:04,0,nil,1861,8671,6128219,21456,15,音乐,【排骨&王胖子】千里之外,http://www.bilibili.com/video/av6128219,25699,4801,570425
2016-09-29 18:15,0,nil,2213,2066,6459857,22733,51,动画,【欢乐抖腿向】拉链崩开了,http://www.bilibili.com/video/av6459857,40259,1252,567624
2016-09-11 21:06,0,nil,1011,1297,6244301,2138,72,电影,【吐嚎】《苍井空大战僵尸》真的只是一部动作片,http://www.bilibili.com/video/av6244301,5401,867,566762
2016-09-15 10:17,0,nil,2931,16371,6282784,50261,62,动画,【新番看个啥】十月新番导视，有夏目作陪的秋季新番导视,http://www.bilibili.com/video/av6282784,30655,1968,564689
2016-09-15 19:10,0,nil,723,2672,6290476,5858,52,舞蹈,【小雪】中秋-旗袍极乐净土◆ 失踪人口发来中秋贺电！,http://www.bilibili.com/video/av6290476,16228,1187,563156
2016-09-05 22:03,0,nil,1226,3955,6171858,3318,20,动画,【阿斗】几分钟看完开挂般的顶级动画《最终幻想：王者之剑》,http://www.bilibili.com/video/av6171858,13650,2644,562790
2016-09-29 22:46,0,nil,199,7992,6463093,5403,53,游戏,【史丹利快报第三季】06：退役后我就去打斗地主,http://www.bilibili.com/video/av6463093,889,1740,559401
2016-09-26 18:53,0,nil,2547,6152,6427282,5918,16,生活,优酱成功加入葬爱家族，愛?伱丶怕了嗎~（假烟，并不会）,http://www.bilibili.com/video/av6427282,4327,3733,556848
2016-09-30 21:21,0,nil,1744,2573,6473722,3277,45,游戏,【主播真会玩】番外篇09：胖虎小夫的韩服散财之旅！,http://www.bilibili.com/video/av6473722,3567,921,555262
2016-09-30 22:36,0,nil,772,7875,6474924,3185,0,生活,主播真会玩女神篇08：用生命尬舞的主播你们爱吗？,http://www.bilibili.com/video/av6474924,2400,1104,550839
2016-09-05 18:39,0,nil,144,9301,6169410,5069,3,游戏,王老菊教你玩蛋,http://www.bilibili.com/video/av6169410,1805,3254,546293
2016-09-11 00:00,0,6226965,281,15508,6226965,1843,0,番剧,Rewrite : 第11集 倒计时 【独家放送】,http://www.bilibili.com/video/av6226965,397,2894,555090
2016-09-26 19:26,0,nil,1073,2583,6427630,2919,66,电影,令人闻风丧胆的国产丧尸片,http://www.bilibili.com/video/av6427630,8808,1535,545736
2016-09-13 20:41,0,nil,141,2700,6265502,1176,43,游戏,主播炸了112：西卡的极限操作梦想  老艾克不给骚男五杀系列,http://www.bilibili.com/video/av6265502,1078,569,544024
2016-09-06 11:38,0,nil,2620,2062,6176215,9596,25,游戏,5分钟看遍新旧版本英雄差距(°?°)?,http://www.bilibili.com/video/av6176215,14363,916,538631
2016-09-13 19:58,0,nil,967,10364,6264948,8091,83,游戏,王老菊教你攻城拔寨（肆）,http://www.bilibili.com/video/av6264948,2825,3479,536005
2016-09-29 07:29,0,nil,10666,9368,6454449,6377,89,科技,真 · 某中国宅男的宅物房间,http://www.bilibili.com/video/av6454449,27113,8647,535273
2016-09-18 22:30,0,6335248,176,10904,6335248,1342,0,番剧,热诚传说X : 第12集 战争,http://www.bilibili.com/video/av6335248,246,2333,535862
未知,0,nil,1316,30319,6238942,1211,0,电影,【2016】tnuuel 隧道,http://www.bilibili.com/video/av6238942,22502,1572,534062
2016-09-19 20:45,0,nil,152,2139,6345040,1151,30,游戏,主播炸了116：笑笑日常完美空大 骚男一Q一人头三杀,http://www.bilibili.com/video/av6345040,1114,503,531615
2016-09-04 09:55,0,nil,3619,2404,6150055,19671,51,鬼畜,我的三国杀就是这么带感，这个视频有毒啊！,http://www.bilibili.com/video/av6150055,24346,1330,529117
2016-09-28 23:49,0,nil,3003,7473,6452982,15818,25,音乐,【YUKIri】前前前世【《你的名字》主题曲】,http://www.bilibili.com/video/av6452982,29337,2848,526034
2016-09-28 21:22,0,nil,722,2244,6451219,9326,34,舞蹈,【阿叶君】++LAMB++【黑丝双马尾8厘米高跟挑战】,http://www.bilibili.com/video/av6451219,25727,1176,523814
2016-09-30 09:46,0,nil,5292,3284,6465893,16510,90,音乐,【翘课迟到】PPAP - Pen Pineapple Apple Pen,http://www.bilibili.com/video/av6465893,18191,2974,542102
2016-09-18 20:52,0,nil,1684,2256,6334807,1468,0,游戏,「崩坏3」点燃ACG动作之魂!,http://www.bilibili.com/video/av6334807,7199,5409,523656
2016-09-14 21:22,0,nil,349,2951,6277360,2061,60,游戏,青铜修炼手册29：葬爱家族内瑟斯一言不合就尬舞！,http://www.bilibili.com/video/av6277360,1218,1593,523001
2016-09-24 10:46,0,nil,744,35665,6393106,21216,47,游戏,【C菌】最辣鸡恐怖游戏!! 那些最恐怖的游戏集合【第33期】,http://www.bilibili.com/video/av6393106,5464,4614,522623
未知,0,nil,713,15124,6269429,237,0,电影,【恐怖】}釜山行前传《首尔站》2016.HD720P.韩语中字,http://www.bilibili.com/video/av6269429,6025,495,521328
2016-09-02 17:32,0,nil,697,5017,6126988,3062,62,电影,【谷阿莫】5分鐘看完2016校園愛情電影《我才不会对黑崎君说的话言听计从》,http://www.bilibili.com/video/av6126988,2452,1649,519669
2016-09-15 11:23,0,nil,8308,18457,6283649,90374,89,鬼畜,这首【有点甜】献给所有鬼畜的up主们！,http://www.bilibili.com/video/av6283649,50728,3053,519488
2016-09-15 18:29,0,nil,506,7884,6289877,4954,57,游戏,【史丹利快报第三季】04听到了吗！选修lol可以算5个学分呢,http://www.bilibili.com/video/av6289877,1128,2499,518207
2016-09-15 09:22,0,nil,1256,7466,6282210,9918,28,音乐,【哦漏】极乐净土,http://www.bilibili.com/video/av6282210,12134,4724,515661
2016-09-28 06:39,0,nil,1475,3896,6443264,18304,98,游戏,这是我玩过最魔性的游戏？！,http://www.bilibili.com/video/av6443264,14336,1179,512402
2016-09-24 13:24,0,nil,2741,4112,6395096,3938,0,生活,当我把老妈请过来看保加利亚妖王的时候……再次作死,http://www.bilibili.com/video/av6395096,3295,2280,511780
2016-09-24 23:37,0,nil,190,5725,6404184,1903,17,游戏,【主播真会玩】特别篇：洞主的打脸杯日记,http://www.bilibili.com/video/av6404184,1098,863,508684
2016-09-10 00:41,0,nil,583,6229,6218231,2448,0,生活,主播真会玩女神篇07：女主播带你畅游男厕所！,http://www.bilibili.com/video/av6218231,1707,798,505599
2016-09-25 22:30,0,6417040,263,15875,6417040,1631,0,番剧,热诚传说X : 第13集 灾祸的显主,http://www.bilibili.com/video/av6417040,291,3397,508885
2016-09-23 17:19,0,nil,2673,6099,6384541,3456,0,生活,我终于还是把魔抓伸向了狗狗，逼着他穿上了文胸~,http://www.bilibili.com/video/av6384541,3622,1739,504263
2016-09-22 03:00,0,nil,751,5068,6368844,4571,38,游戏,【抗韩中年人】90期.史上最强套路，打到对面删号！,http://www.bilibili.com/video/av6368844,2342,1401,502603
2016-09-28 10:35,0,nil,626,3465,6444269,1987,44,电视剧,【谷阿莫】8分鐘看完2160分鐘帥哥盜墓的電視劇《老九門》1-48集,http://www.bilibili.com/video/av6444269,2012,1593,502377
2016-09-26 16:05,0,nil,135,2307,6425398,2348,97,游戏,炉石传说：【天天素材库】 第24期,http://www.bilibili.com/video/av6425398,654,621,500008
2016-09-02 23:28,0,nil,244,3569,6131913,876,57,游戏,主播真会玩八卦篇16：五五开和波老师不得不说的秘密！！！,http://www.bilibili.com/video/av6131913,1027,1254,521038
2016-09-02 22:10,0,nil,358,7398,6130873,2186,64,电影,【暴走看啥片儿第三季】53 w两个世界拯救烂尾漫画 封神传奇带你装逼带你飞,http://www.bilibili.com/video/av6130873,1096,1901,496568
2016-09-12 15:17,0,nil,922,6259,6251385,13300,91,游戏,【夏一可】守望先锋：夏家三千菜第六期,http://www.bilibili.com/video/av6251385,2575,2708,494426
2016-09-15 18:03,0,nil,1143,4019,6289477,16449,63,舞蹈,【かや】Hi-Fi Raver + Girls / KAYA Ver.,http://www.bilibili.com/video/av6289477,16060,3664,494259
未知,0,nil,4289,50412,6240427,3683,0,未知,哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ  乾杯~  - bilibili,http://www.bilibili.com/video/av6240427,27716,3089,494386
2016-09-18 05:56,1,nil,390,5424,6327472,1492,86,生活,日本女生喜欢男性类型【中日大不同】,http://www.bilibili.com/video/av6327472,13120,2979,493735
2016-09-16 01:09,0,nil,813,4708,6296047,5465,55,游戏,纯黑《源氏忍法帖》耿直之路,http://www.bilibili.com/video/av6296047,2850,2054,489518
2016-09-09 06:46,0,nil,205,3417,6207368,2669,0,游戏,【LexBurner】一个超级厉害的轮回故事,http://www.bilibili.com/video/av6207368,1715,1327,484676
2016-09-23 17:51,0,nil,2016,1652,6384883,7777,24,鬼畜,【全明星】孤独烈酒,http://www.bilibili.com/video/av6384883,15876,1054,489341
2016-09-09 20:19,0,nil,2396,2997,6214886,22471,41,鬼畜,【全明星】将军令,http://www.bilibili.com/video/av6214886,20957,1166,483460
未知,1,nil,3201,7531,6287758,3263,0,未知,哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ  乾杯~  - bilibili,http://www.bilibili.com/video/av6287758,17302,2972,479219
2016-09-03 11:44,0,nil,3167,2833,6136321,8479,55,鬼畜,有毒！你有见过这么魔性的爱情公寓吗？,http://www.bilibili.com/video/av6136321,17892,883,482552
2016-09-11 12:22,0,nil,503,21497,6236685,4631,81,游戏,【老番茄】直男玩宫斗游戏能活过几章？（p2）,http://www.bilibili.com/video/av6236685,7172,2805,476915
2016-09-05 16:04,0,nil,2253,2410,6167608,26204,50,游戏,[守望先锋]莫里森的退休生活,http://www.bilibili.com/video/av6167608,10152,1304,476836
2016-09-24 12:20,0,nil,322,2132,6394224,1702,61,电影,【谷阿莫】4分鐘看完2016我想當你的狗的電影《狼少女与黑王子 》,http://www.bilibili.com/video/av6394224,2126,1291,476656
2016-09-20 09:48,0,nil,3753,3635,6349209,12295,70,鬼畜,【守望先锋】全英雄RAP一人屁股醉（抖腿向）,http://www.bilibili.com/video/av6349209,24075,842,475984
2016-09-01 11:25,0,nil,66,11425,6110524,1170,0,番剧,画江湖之不良人Ⅱ 07 暗涌,http://www.bilibili.com/video/av6110524,233,1054,474479
2016-09-13 00:16,0,nil,164,2030,6257405,891,61,游戏,主播真会玩守望篇09：我飞过最远的路就是你的套路!,http://www.bilibili.com/video/av6257405,715,426,473664
2016-09-24 11:18,0,nil,4398,4117,6393452,7291,74,鬼畜,有毒！你有见过这么魔性的亮剑吗？,http://www.bilibili.com/video/av6393452,14358,684,471984
2016-09-05 16:54,0,nil,83,1812,6168145,1822,94,游戏,炉石传说：【天天素材库】 第22期,http://www.bilibili.com/video/av6168145,505,657,469014
2016-09-30 22:00,0,6471993,1973,30146,6471993,4959,0,番剧,Thunderbolt Fantasy 东离剑游纪 : 第13集 新的使命 【独家放送】,http://www.bilibili.com/video/av6471993,709,9138,469076
2016-09-16 05:04,0,nil,3433,40376,6297024,14673,28,动画,[2016秋]新番介绍,http://www.bilibili.com/video/av6297024,15681,5614,468950
未知,0,nil,1113,20470,6328996,940,0,电影,【蓝光 1080P】【灾难】隧道 【2016】【中文字幕】,http://www.bilibili.com/video/av6328996,11874,413,468578
2016-09-30 11:03,0,nil,359,3712,6466542,1065,69,游戏,《Fate/Grand Order》国服萌新试玩，抽抽抽！,http://www.bilibili.com/video/av6466542,2687,2011,467142
2016-09-21 01:10,0,nil,96,1910,6358121,867,28,游戏,主播炸了117：55开砖石儿童劫 PDD手感好的皮皮瞎,http://www.bilibili.com/video/av6358121,787,512,464554
2016-09-05 21:47,0,nil,115,2629,6171651,1136,42,游戏,主播炸了106：丑开遭队友出卖 骚猪R闪秀死自己,http://www.bilibili.com/video/av6171651,998,559,462583
2016-09-18 00:00,0,6321381,236,11273,6321381,1351,0,番剧,Rewrite : 第12集 毁灭之歌 【独家放送】,http://www.bilibili.com/video/av6321381,239,3469,464129
2016-09-02 21:01,0,nil,1007,26692,6129893,5714,12,动画,【FFF】哪对无法走到一起的男女角色让你觉得最可惜？（千万别点开P2）,http://www.bilibili.com/video/av6129893,24656,2540,459854
未知,0,nil,2422,3980,6218953,6043,74,未知,哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ  乾杯~  - bilibili,http://www.bilibili.com/video/av6218953,38774,1803,458457
2016-09-29 13:45,0,nil,1130,1452,6457158,691,4,科技,【Reactions中字】口香糖真的在你的胃里待了7年嘛？ @Selfly工作室,http://www.bilibili.com/video/av6457158,7650,1502,458182
2016-09-13 20:07,0,nil,187,5189,6265072,253,60,科技,11种你会为它们的灭绝而感到庆幸的动物！,http://www.bilibili.com/video/av6265072,4907,1760,457389
2016-09-03 11:43,0,nil,256,39599,6136317,11801,91,游戏,【岚少实况】朝溶魔女【弃坑】【恐怖探索】【未成年禁入的洋馆之谜】,http://www.bilibili.com/video/av6136317,7207,11172,455471
2016-09-29 22:12,0,nil,4226,3120,6462638,7363,52,鬼畜,PPAP Style !!,http://www.bilibili.com/video/av6462638,11683,1011,454679
2016-09-06 00:33,0,nil,419,2077,6173456,922,49,游戏,主播真会玩守望篇08：牛仔很忙！麦克雷新玩法get！,http://www.bilibili.com/video/av6173456,1044,613,452069
2016-09-21 22:44,0,nil,347,2401,6367205,1251,82,游戏,青铜修炼手册30：机器人瞬间移动骗了你，也骗了我自己,http://www.bilibili.com/video/av6367205,1393,1394,451178
2016-09-08 23:33,0,nil,2208,10310,6205823,25327,24,动画,【新·游戏王VS系列】第4集：AIBO：两个人都爆☆杀,http://www.bilibili.com/video/av6205823,13455,2584,450206
2016-09-26 21:43,0,nil,157,2039,6429326,917,47,游戏,主播炸了121：昔日第一上单今日被秀成猪皮怪,http://www.bilibili.com/video/av6429326,709,623,449950
2016-09-13 12:53,0,nil,1294,1044,6260812,1429,4,生活,油管热门短视频《我很丑》@柚子木字幕组,http://www.bilibili.com/video/av6260812,12634,1653,449693
2016-09-09 21:06,0,nil,393,9847,6215543,1868,0,游戏,王老菊教你抓鬼画符,http://www.bilibili.com/video/av6215543,1634,2999,448525
2016-09-03 20:16,0,nil,352,5537,6143476,3979,73,游戏,【小绝】职业车队竟是如此欢乐 守望先锋,http://www.bilibili.com/video/av6143476,2726,2344,447032
2016-09-29 00:03,0,nil,347,3142,6453113,1292,54,游戏,青铜修炼手册31：召唤师峡谷第一预言家诞生记！,http://www.bilibili.com/video/av6453113,1272,1612,444873
2016-09-08 12:01,0,nil,66,9006,6198452,940,0,番剧,画江湖之不良人Ⅱ  08  风起,http://www.bilibili.com/video/av6198452,216,880,444582
2016-09-23 09:19,0,nil,3683,8371,6380200,13834,72,鬼畜,【Re:0异世界】从零开始的劈腿生活（泪目向）,http://www.bilibili.com/video/av6380200,25123,2014,444116
2016-09-24 15:32,0,nil,3426,3561,6396717,22607,50,生活,当色盲患者第一次见到彩色的世界……@柚子木字幕组,http://www.bilibili.com/video/av6396717,20576,1948,442901
2016-09-15 12:00,0,nil,65,16016,6279767,1029,0,番剧,画江湖之不良人Ⅱ 09 狭路相逢,http://www.bilibili.com/video/av6279767,217,984,439677
2016-09-08 20:18,0,nil,107,5881,6203511,4086,0,游戏,【史丹利快报第三季】3.5：近日诱惑太多，故更一期快问,http://www.bilibili.com/video/av6203511,763,1282,438321
2016-09-02 20:54,0,nil,1979,9114,6129775,2259,51,游戏,守望先锋：有趣的小动画合集,http://www.bilibili.com/video/av6129775,26392,512,437056
2016-09-06 16:18,0,nil,742,1204,6178792,727,54,生活,我的初次大学性体验@柚子木字幕组,http://www.bilibili.com/video/av6178792,7190,2652,436345
2016-09-15 12:16,0,nil,100,1238,6284348,1209,65,电影,【谷阿莫】4分鐘看完2016大魔王耍智障的電影《忍者神龟2：破影而出》,http://www.bilibili.com/video/av6284348,764,919,436303
2016-09-08 10:16,0,nil,10911,48253,6197509,7524,89,科技,【网戒中心当事人上电视控诉杨永信暴行】20160907《社会纵横》：当叛逆青春遭遇“问题”学校,http://www.bilibili.com/video/av6197509,21152,15161,433898
2016-09-26 14:28,0,nil,4478,1089,6424560,2078,88,生活,《PPAP》莉佳和莉子,http://www.bilibili.com/video/av6424560,18844,682,433413
2016-09-22 11:35,0,nil,2030,2281,6370817,10584,53,生活,【火前扯淡】老美为陈乔恩打抱不平！然而这样的事，全世界明星都在默默忍受...,http://www.bilibili.com/video/av6370817,7426,4943,432150
2016-09-07 01:00,0,6183474,237,19541,6183474,1963,0,番剧,NEW GAME! : 第10集 正式员工不过是为了少发工资而存在的法律空子…,http://www.bilibili.com/video/av6183474,365,1960,432800
2016-09-01 20:46,0,nil,3807,3311,6117259,10323,46,鬼畜,今天德莱兄弟的妈妈不在家，他们特别开心！,http://www.bilibili.com/video/av6117259,15077,773,432141
2016-09-06 02:05,0,6171160,83,7135,6171160,487,0,番剧,Taboo Tattoo－禁忌咒纹－ : 第10集 战书,http://www.bilibili.com/video/av6171160,208,703,432761
2016-09-11 11:53,0,nil,277,1286,6236269,1492,59,电影,【谷阿莫】4分鐘看完2016玩弄你全家的電影《招魂2 The Conjuring 2》,http://www.bilibili.com/video/av6236269,961,1052,432007
2016-09-27 20:13,0,nil,1810,1538,6438888,7815,20,鬼畜,【唱电影】唐伯虎点秋香,http://www.bilibili.com/video/av6438888,12070,831,431513
2016-09-30 11:41,0,nil,141,7660,6466881,881,0,番剧,十万个冷笑话第3季?19 白雪公主04,http://www.bilibili.com/video/av6466881,411,597,430412
2016-09-08 20:05,0,nil,477,982,6203347,537,64,电影,4分钟带你看完——【我们都是超能力者】,http://www.bilibili.com/video/av6203347,6124,600,429744
2016-09-23 19:59,0,nil,2314,998,6386493,4659,77,鬼畜,【种族天赋RAP】听说你喜欢聊骚？,http://www.bilibili.com/video/av6386493,10530,1039,428976
2016-09-12 21:47,0,nil,137,2515,6255649,990,38,游戏,主播炸了111：PDD国服第一老司机峡谷观光车,http://www.bilibili.com/video/av6255649,826,687,423241
2016-09-16 16:36,0,nil,3926,2794,6303824,23376,78,音乐,【凹凸君说】夏家三千菜 【给夏一可夏姬八唱首歌】,http://www.bilibili.com/video/av6303824,20548,1378,422937
2016-09-13 09:15,0,nil,404,4154,6259077,358,88,科技,世界上最快高速麒麟臂，最快鱼切割，看傻眼了已经 #1,http://www.bilibili.com/video/av6259077,3506,1005,422688
2016-09-14 12:41,0,nil,2524,27406,6271242,41598,80,游戏,【散人】洞察人心 步步为坑 大战绝望耐久,http://www.bilibili.com/video/av6271242,8493,3324,420754
2016-09-28 18:37,0,nil,104,2067,6449361,1039,97,游戏,主播炸了123：骚猪可爱的表情 骚男玩锤石真刺激,http://www.bilibili.com/video/av6449361,697,501,419910
2016-09-22 18:26,0,nil,74,7012,6374713,2784,0,游戏,王老菊带你永恒空间,http://www.bilibili.com/video/av6374713,1521,2023,419467
2016-09-06 21:55,0,6179878,162,4023,6179878,609,0,番剧,腐男子高校生活 : 第10集 801的烦恼 【独家放送】,http://www.bilibili.com/video/av6179878,285,1516,419676
2016-09-01 09:55,0,nil,82,6480,6109574,608,0,番剧,十万个冷笑话 第3季?17 白雪公主02,http://www.bilibili.com/video/av6109574,222,659,419237
2016-09-14 07:46,0,nil,3094,3893,6269233,17146,19,鬼畜,【半明星】花田错,http://www.bilibili.com/video/av6269233,17304,1201,418095
2016-09-22 12:00,0,nil,117,17214,6370890,946,0,番剧,画江湖之不良人Ⅱ  10  落雪,http://www.bilibili.com/video/av6370890,209,1355,417015
2016-09-29 11:36,0,nil,109,14865,6455930,1142,0,番剧,画江湖之不良人Ⅱ  11  凛冬乍暖,http://www.bilibili.com/video/av6455930,256,1204,417158
2016-09-13 15:21,0,nil,1017,2088,6262120,3281,92,鬼畜,【R18】秘封俱乐部的工口映像流出,http://www.bilibili.com/video/av6262120,11887,1980,415885
2016-09-25 00:00,0,6398089,802,23096,6398089,1965,0,番剧,Rewrite : 第13集 与你许下的约定 【独家放送】,http://www.bilibili.com/video/av6398089,370,8560,419360
2016-09-25 04:40,0,nil,497,1809,6406267,212,73,科技,【辣眼】 人体的10个最脏的部位,http://www.bilibili.com/video/av6406267,5669,771,414478
2016-09-15 23:48,0,nil,324,9971,6295224,27297,29,游戏,徐老师讲故事17：装备的背景故事,http://www.bilibili.com/video/av6295224,3470,2234,414449
2016-09-09 13:00,0,nil,1799,7007,6209823,5538,69,电影,【刘哔】最近一部羞耻感爆棚的玛丽苏神剧特别火,http://www.bilibili.com/video/av6209823,2740,4201,414125
2016-09-26 10:27,0,nil,251,6610,6422255,1924,42,生活,【老美你怎么看】你每天吃，但美国人完全不知道的这些菜,http://www.bilibili.com/video/av6422255,2267,1436,414091
2016-09-21 18:13,0,nil,2583,6126,6364165,19106,42,音乐,【赤ティン】前前前世【君の名は。】,http://www.bilibili.com/video/av6364165,28672,4603,412249
2016-09-22 11:11,0,nil,147,1078,6370627,1520,70,电影,【阿斗】几分钟看完科幻恐怖片《恐怖废墟》玛雅金字塔上的神秘植物,http://www.bilibili.com/video/av6370627,2222,609,411262
2016-09-10 01:10,0,nil,4249,4136,6218450,5098,57,舞蹈,【爱丽丝伪娘团】JOKER 行走的妖艳贱货 彩蛋：老司机带带我,http://www.bilibili.com/video/av6218450,9521,1388,410317
2016-09-14 09:57,0,nil,85,6621,6269747,1094,0,番剧,十万个冷笑话 第3季?18-白雪公主03,http://www.bilibili.com/video/av6269747,285,603,410255
2016-09-08 00:20,0,nil,95,1959,6195304,866,84,游戏,青铜修炼手册28：转角遇到爱，龙龟走投无路自杀轻生！,http://www.bilibili.com/video/av6195304,716,1404,409893
2016-09-27 12:07,0,nil,5711,35444,6434067,9151,95,动画,十一部即将上映的优质国产动画,http://www.bilibili.com/video/av6434067,31153,6287,409875
