danmaku,now_rank,aid,url,reply,share,coin,favorite,his_rank,view
5082,0,6306836,http://www.bilibili.com/video/av6306836,1194,125,2691,936,79,403877
1001,0,6329270,http://www.bilibili.com/video/av6329270,1091,236,1481,1194,47,403463
2617,0,6191326,http://www.bilibili.com/video/av6191326,2131,217,1598,1363,29,403086
1505,0,6126800,http://www.bilibili.com/video/av6126800,600,365,4014,10650,64,402314
23202,0,6386174,http://www.bilibili.com/video/av6386174,5059,558,2243,418,0,402191
2915,1,6321650,http://www.bilibili.com/video/av6321650,953,709,6623,14648,34,402052
1671,0,6173387,http://www.bilibili.com/video/av6173387,2466,3313,661,5437,77,401813
1638,0,6460175,http://www.bilibili.com/video/av6460175,1054,227,1632,1701,81,400565
1482,0,6357123,http://www.bilibili.com/video/av6357123,1075,108,879,459,17,399857
2838,0,6438111,http://www.bilibili.com/video/av6438111,1295,1086,14461,18183,45,399444
2865,0,6245294,http://www.bilibili.com/video/av6245294,1591,3357,18721,27284,21,398842
5026,0,6255724,http://www.bilibili.com/video/av6255724,561,70,413,240,0,398249
4175,0,6203260,http://www.bilibili.com/video/av6203260,1135,5972,2983,13609,25,397527
9379,0,6473677,http://www.bilibili.com/video/av6473677,1881,384,3641,1153,0,396994
3594,0,6470526,http://www.bilibili.com/video/av6470526,1414,343,1340,1284,61,396817
9743,0,6227413,http://www.bilibili.com/video/av6227413,4936,2916,14315,22653,46,396205
57019,0,6229946,http://www.bilibili.com/video/av6229946,5832,266,1858,575,0,395758
10256,0,6297433,http://www.bilibili.com/video/av6297433,2781,107,4925,2412,25,394694
1156,0,6413130,http://www.bilibili.com/video/av6413130,301,193,203,5096,63,394617
4905,0,6473156,http://www.bilibili.com/video/av6473156,4106,2875,29797,16191,63,393987
2785,0,6328683,http://www.bilibili.com/video/av6328683,809,2343,6765,13233,75,393377
2812,0,6193961,http://www.bilibili.com/video/av6193961,2264,301,5016,7250,22,391674
1669,0,6395319,http://www.bilibili.com/video/av6395319,417,79,876,688,78,391374
6739,0,6457469,http://www.bilibili.com/video/av6457469,1483,391,2653,1215,37,389169
2212,0,6134696,http://www.bilibili.com/video/av6134696,699,120,2056,1059,64,389038
1575,0,6372161,http://www.bilibili.com/video/av6372161,1838,1024,1081,11060,57,388874
1102,0,6384705,http://www.bilibili.com/video/av6384705,674,209,1197,765,0,388272
1508,0,6220304,http://www.bilibili.com/video/av6220304,1159,928,2108,4100,77,387932
4801,0,6263994,http://www.bilibili.com/video/av6263994,1442,172,526,279,0,387898
1465,0,6217723,http://www.bilibili.com/video/av6217723,844,88,470,339,0,387860
2539,0,6110367,http://www.bilibili.com/video/av6110367,1315,3420,11297,16773,58,387129
36862,0,6208973,http://www.bilibili.com/video/av6208973,2007,183,1427,3044,0,386424
2568,0,6423775,http://www.bilibili.com/video/av6423775,1284,2740,2000,6064,100,386317
9428,0,6326361,http://www.bilibili.com/video/av6326361,2210,93,5201,1404,28,386235
1848,0,6132414,http://www.bilibili.com/video/av6132414,955,96,429,355,0,386131
5880,0,6257897,http://www.bilibili.com/video/av6257897,2105,2913,5111,18889,15,383502
2129,0,6250327,http://www.bilibili.com/video/av6250327,846,1459,599,9723,0,383271
2365,0,6107412,http://www.bilibili.com/video/av6107412,2588,197,1395,775,100,382986
980,0,6212844,http://www.bilibili.com/video/av6212844,874,225,1680,1083,68,382655
9806,0,6265633,http://www.bilibili.com/video/av6265633,2204,1863,2950,5473,69,382247
6410,0,6256707,http://www.bilibili.com/video/av6256707,1440,161,3196,2211,28,381536
3947,0,6247440,http://www.bilibili.com/video/av6247440,1310,173,1044,1532,60,381498
2292,0,6248596,http://www.bilibili.com/video/av6248596,595,113,1685,285,0,379917
2057,0,6249391,http://www.bilibili.com/video/av6249391,1750,4728,5528,15275,30,379384
4877,0,6275102,http://www.bilibili.com/video/av6275102,812,4873,15820,22106,24,379267
4054,0,6180910,http://www.bilibili.com/video/av6180910,2113,1496,14647,19748,83,378975
3753,0,6122660,http://www.bilibili.com/video/av6122660,771,88,2257,282,0,378712
12578,0,6179157,http://www.bilibili.com/video/av6179157,1231,879,3107,26442,92,378567
1910,0,6372887,http://www.bilibili.com/video/av6372887,562,3120,6535,12710,35,378530
5049,0,6155326,http://www.bilibili.com/video/av6155326,1187,2006,4358,4386,69,378133
2579,0,6436271,http://www.bilibili.com/video/av6436271,761,3530,6119,8510,100,377176
1404,0,6352711,http://www.bilibili.com/video/av6352711,692,184,1957,1027,53,377142
3275,0,6354824,http://www.bilibili.com/video/av6354824,1849,58,1728,898,21,377107
1922,0,6218686,http://www.bilibili.com/video/av6218686,501,183,1153,937,90,376549
30291,0,6119816,http://www.bilibili.com/video/av6119816,1298,83,524,1702,0,373828
4168,1,6229073,http://www.bilibili.com/video/av6229073,1626,2857,19943,41371,93,373191
30290,0,6207270,http://www.bilibili.com/video/av6207270,273,186,242,10602,0,372391
8339,0,6472828,http://www.bilibili.com/video/av6472828,3738,957,2351,1804,0,371195
3186,0,6430082,http://www.bilibili.com/video/av6430082,1461,660,2739,1984,67,370584
1423,0,6441785,http://www.bilibili.com/video/av6441785,1261,140,855,494,19,370568
5413,0,6193071,http://www.bilibili.com/video/av6193071,1379,4079,11003,16029,72,370010
11396,0,6458565,http://www.bilibili.com/video/av6458565,3599,3275,21376,23711,39,368574
1927,0,6268237,http://www.bilibili.com/video/av6268237,1021,194,900,642,30,368538
1087,0,6176242,http://www.bilibili.com/video/av6176242,1250,475,2687,9041,49,367816
1920,0,6138125,http://www.bilibili.com/video/av6138125,1075,857,3122,21829,46,367710
2000,0,6276493,http://www.bilibili.com/video/av6276493,408,160,378,1290,85,367477
2024,0,6319301,http://www.bilibili.com/video/av6319301,1076,56,716,402,43,367292
1979,0,6431790,http://www.bilibili.com/video/av6431790,704,331,896,994,0,367055
1135,0,6437197,http://www.bilibili.com/video/av6437197,1210,169,1070,1279,24,366830
2292,0,6428106,http://www.bilibili.com/video/av6428106,2912,2588,1608,11786,27,366213
7689,0,6213818,http://www.bilibili.com/video/av6213818,2688,3530,16210,12730,47,364916
12549,0,6469528,http://www.bilibili.com/video/av6469528,3863,1529,10235,3519,0,363813
1094,0,6430994,http://www.bilibili.com/video/av6430994,465,361,1382,884,34,362943
1563,0,6234952,http://www.bilibili.com/video/av6234952,1252,927,20762,6532,84,362859
6457,0,6395905,http://www.bilibili.com/video/av6395905,1199,543,1441,5708,75,362795
1753,0,6125866,http://www.bilibili.com/video/av6125866,1005,1808,6761,10218,78,362042
81339,0,6218428,http://www.bilibili.com/video/av6218428,2650,400,2684,17995,0,361663
1656,0,6409291,http://www.bilibili.com/video/av6409291,1005,433,1361,1004,31,361308
26782,0,6456542,http://www.bilibili.com/video/av6456542,1313,1222,2128,22330,97,360126
954,0,6124374,http://www.bilibili.com/video/av6124374,506,1119,189,3014,6,359679
2470,0,6384986,http://www.bilibili.com/video/av6384986,1693,2018,1497,6098,92,358799
32211,0,6206046,http://www.bilibili.com/video/av6206046,1066,75,485,1769,0,357955
1111,0,6138993,http://www.bilibili.com/video/av6138993,683,716,776,2873,84,357706
40474,0,6107147,http://www.bilibili.com/video/av6107147,1384,93,597,1660,0,356261
3260,0,6113943,http://www.bilibili.com/video/av6113943,550,1515,7439,36098,41,356057
19142,0,6374412,http://www.bilibili.com/video/av6374412,6947,1021,13834,7604,51,355549
3108,0,6232714,http://www.bilibili.com/video/av6232714,600,916,2800,5341,97,355449
7355,0,6329178,http://www.bilibili.com/video/av6329178,1682,65,4782,1742,43,354777
2079,0,6332486,http://www.bilibili.com/video/av6332486,1369,1868,27670,11830,30,353067
56296,0,6144915,http://www.bilibili.com/video/av6144915,4456,195,1744,384,0,352843
8717,0,6138380,http://www.bilibili.com/video/av6138380,4815,2639,23603,28095,68,352297
1506,0,6383675,http://www.bilibili.com/video/av6383675,968,817,11576,17255,69,351319
5710,0,6266547,http://www.bilibili.com/video/av6266547,2442,2727,19441,12544,40,350655
4789,0,6461926,http://www.bilibili.com/video/av6461926,2027,916,3230,13410,80,350593
23606,0,6356929,http://www.bilibili.com/video/av6356929,4625,444,3930,602,0,350533
21554,0,6195093,http://www.bilibili.com/video/av6195093,986,69,487,1495,0,349746
33900,0,6315895,http://www.bilibili.com/video/av6315895,5062,355,1783,2987,0,349247
4927,0,6169176,http://www.bilibili.com/video/av6169176,815,73,665,195,0,348802
445,0,6380478,http://www.bilibili.com/video/av6380478,1040,1095,445,3111,91,347852
5329,0,6255721,http://www.bilibili.com/video/av6255721,1025,85,1038,208,0,347463
2416,0,6136078,http://www.bilibili.com/video/av6136078,2227,3232,8848,27919,78,347192
5210,0,6150948,http://www.bilibili.com/video/av6150948,2650,543,12817,4482,27,346236
1227,0,6326941,http://www.bilibili.com/video/av6326941,897,118,800,517,48,345509
6119,0,6354376,http://www.bilibili.com/video/av6354376,2398,267,713,305,0,345410
2044,0,6307717,http://www.bilibili.com/video/av6307717,1011,27,1003,405,84,345326
1378,0,6405736,http://www.bilibili.com/video/av6405736,1112,291,1050,789,62,344563
1527,0,6416016,http://www.bilibili.com/video/av6416016,1303,1154,3317,7532,66,343435
2157,0,6196662,http://www.bilibili.com/video/av6196662,674,1817,15451,14943,56,342558
7074,0,6471208,http://www.bilibili.com/video/av6471208,17883,682,9773,3501,84,342518
5478,0,6259681,http://www.bilibili.com/video/av6259681,2926,1486,16957,16215,31,342500
14275,0,6214632,http://www.bilibili.com/video/av6214632,3191,311,1559,286,0,342196
14244,0,6348273,http://www.bilibili.com/video/av6348273,472,497,1242,22062,0,341331
2008,0,6181257,http://www.bilibili.com/video/av6181257,528,103,1178,634,41,340950
2683,0,6117634,http://www.bilibili.com/video/av6117634,508,233,1357,1101,68,339773
2223,0,6110486,http://www.bilibili.com/video/av6110486,1093,1549,3712,13391,57,339767
3278,0,6230179,http://www.bilibili.com/video/av6230179,2399,40,749,425,78,339759
13297,0,6266904,http://www.bilibili.com/video/av6266904,3253,2951,14064,24858,63,338623
9983,0,6346050,http://www.bilibili.com/video/av6346050,1507,137,474,180,0,337826
5731,0,6272015,http://www.bilibili.com/video/av6272015,2032,135,4934,1508,60,334533
2174,0,6386740,http://www.bilibili.com/video/av6386740,1651,212,3497,1912,76,334307
2354,0,6345948,http://www.bilibili.com/video/av6345948,1104,1364,6444,11043,87,332959
6423,0,6290713,http://www.bilibili.com/video/av6290713,3498,1022,22616,9439,75,332841
6226,0,6384158,http://www.bilibili.com/video/av6384158,2121,52,1642,981,59,331721
5615,0,6285082,http://www.bilibili.com/video/av6285082,1012,1513,1227,4410,2,331608
9739,0,6282161,http://www.bilibili.com/video/av6282161,2596,127,3879,1884,26,331399
11577,0,6306357,http://www.bilibili.com/video/av6306357,3352,290,1518,293,0,330706
2753,0,6410021,http://www.bilibili.com/video/av6410021,2378,2008,6497,16177,69,330301
4361,0,6223499,http://www.bilibili.com/video/av6223499,2061,1652,9534,11549,53,329364
3375,0,6175272,http://www.bilibili.com/video/av6175272,3414,1810,9180,24245,24,329074
6939,0,6281781,http://www.bilibili.com/video/av6281781,1018,2668,13608,25400,87,328977
3972,0,6462485,http://www.bilibili.com/video/av6462485,1007,344,2475,823,95,328623
1489,0,6304702,http://www.bilibili.com/video/av6304702,1768,127,914,554,48,328390
1853,0,6278666,http://www.bilibili.com/video/av6278666,825,1315,9717,4874,12,327328
1886,0,6407435,http://www.bilibili.com/video/av6407435,740,220,153,2563,13,327125
1708,0,6428417,http://www.bilibili.com/video/av6428417,552,454,4372,9752,40,326660
5635,0,6168381,http://www.bilibili.com/video/av6168381,1745,137,4126,1862,58,326182
3030,0,6324219,http://www.bilibili.com/video/av6324219,1061,3042,18477,21255,92,325984
14269,0,6382639,http://www.bilibili.com/video/av6382639,741,2214,1668,21175,0,324806
9614,0,6185044,http://www.bilibili.com/video/av6185044,2567,364,4043,2298,9,324683
2133,0,6344503,http://www.bilibili.com/video/av6344503,936,1020,7407,11567,67,324545
1634,0,6381565,http://www.bilibili.com/video/av6381565,1035,3366,7993,6805,0,324246
2134,0,6413046,http://www.bilibili.com/video/av6413046,2482,906,3563,1767,0,323763
1794,0,6346131,http://www.bilibili.com/video/av6346131,505,349,972,1483,30,323380
6583,0,6126674,http://www.bilibili.com/video/av6126674,1919,108,5775,1727,72,323364
43306,0,6295379,http://www.bilibili.com/video/av6295379,1495,48,458,1423,0,323261
1167,0,6467534,http://www.bilibili.com/video/av6467534,601,629,4460,9475,81,322733
12080,0,6292447,http://www.bilibili.com/video/av6292447,5032,1359,4989,8895,95,321493
26883,0,6279548,http://www.bilibili.com/video/av6279548,1348,77,468,1399,0,321169
4071,0,6291427,http://www.bilibili.com/video/av6291427,3256,3765,34121,32667,46,319724
6432,0,6216571,http://www.bilibili.com/video/av6216571,1087,153,2608,1570,86,319455
2490,0,6466281,http://www.bilibili.com/video/av6466281,7479,2515,6638,5512,96,318839
1466,0,6412851,http://www.bilibili.com/video/av6412851,923,200,1618,1233,83,318674
76140,0,6358541,http://www.bilibili.com/video/av6358541,1526,257,1752,16150,0,317949
18773,0,6281991,http://www.bilibili.com/video/av6281991,2716,2813,12331,2027,0,317646
1836,0,6377356,http://www.bilibili.com/video/av6377356,964,3397,1944,12236,31,317480
4868,0,6345627,http://www.bilibili.com/video/av6345627,1265,78,810,219,0,317345
1158,0,6334311,http://www.bilibili.com/video/av6334311,623,488,4348,18810,86,317084
7446,0,6212923,http://www.bilibili.com/video/av6212923,2079,34,3196,1040,70,316757
1694,0,6253337,http://www.bilibili.com/video/av6253337,826,1353,8372,40907,48,316317
692,0,6419332,http://www.bilibili.com/video/av6419332,525,677,1504,4765,44,315987
2217,0,6127228,http://www.bilibili.com/video/av6127228,1901,616,7027,10851,43,315252
1603,0,6216508,http://www.bilibili.com/video/av6216508,562,52,979,420,80,315173
35941,0,6264685,http://www.bilibili.com/video/av6264685,3289,314,12293,4949,76,314611
3333,0,6116918,http://www.bilibili.com/video/av6116918,2128,2354,6099,8277,54,314181
1384,0,6393568,http://www.bilibili.com/video/av6393568,467,206,465,810,93,314132
995,0,6317036,http://www.bilibili.com/video/av6317036,2260,2337,982,5687,78,313393
9283,0,6401065,http://www.bilibili.com/video/av6401065,679,1230,4107,4385,85,313276
4498,0,6167793,http://www.bilibili.com/video/av6167793,1701,613,14391,6377,75,312758
10123,0,6271025,http://www.bilibili.com/video/av6271025,1818,536,4190,3307,57,312547
1264,0,6183286,http://www.bilibili.com/video/av6183286,507,519,942,5154,6,312301
874,0,6203250,http://www.bilibili.com/video/av6203250,561,413,923,4252,100,312268
2091,0,6123908,http://www.bilibili.com/video/av6123908,1330,868,4319,5563,100,309687
2438,0,6310721,http://www.bilibili.com/video/av6310721,1013,144,490,296,0,309334
1417,0,6334958,http://www.bilibili.com/video/av6334958,2797,1982,8512,9516,56,308868
2338,0,6294810,http://www.bilibili.com/video/av6294810,469,239,936,966,53,307860
1612,0,6377404,http://www.bilibili.com/video/av6377404,447,575,519,4733,64,307446
703,0,6426506,http://www.bilibili.com/video/av6426506,945,1010,2448,5807,59,307215
2261,0,6107593,http://www.bilibili.com/video/av6107593,1027,394,2701,950,77,307134
1913,0,6198702,http://www.bilibili.com/video/av6198702,1242,811,1265,904,18,306536
8325,0,6429840,http://www.bilibili.com/video/av6429840,1435,253,1480,338,0,306434
2725,0,6388440,http://www.bilibili.com/video/av6388440,2775,130,281,2943,88,306351
370,0,6137076,http://www.bilibili.com/video/av6137076,537,187,288,2793,95,306197
4242,0,6253138,http://www.bilibili.com/video/av6253138,1491,2187,16873,5115,50,305929
2057,0,6218815,http://www.bilibili.com/video/av6218815,501,127,1168,5214,0,305716
9500,0,6443073,http://www.bilibili.com/video/av6443073,348,2681,758,8214,99,305649
3953,0,6271706,http://www.bilibili.com/video/av6271706,2567,853,4772,11455,60,305640
1164,0,6157509,http://www.bilibili.com/video/av6157509,887,1085,6063,8578,26,305331
2669,0,6216362,http://www.bilibili.com/video/av6216362,810,860,2851,2661,99,304923
2059,0,6315784,http://www.bilibili.com/video/av6315784,1248,58,636,659,58,304754
5328,0,6393448,http://www.bilibili.com/video/av6393448,650,1323,2038,9135,19,303532
26671,0,6283636,http://www.bilibili.com/video/av6283636,3084,490,1691,3575,0,303440
5397,0,6211815,http://www.bilibili.com/video/av6211815,2571,791,4097,1468,36,302456
3415,0,6392490,http://www.bilibili.com/video/av6392490,1865,167,3379,20491,88,301897
17414,0,6146200,http://www.bilibili.com/video/av6146200,359,407,797,19793,52,301004
1313,0,6207630,http://www.bilibili.com/video/av6207630,481,1282,8920,6621,40,300850
1286,0,6469076,http://www.bilibili.com/video/av6469076,523,137,1566,697,63,299878
1890,0,6224631,http://www.bilibili.com/video/av6224631,705,1103,591,6439,97,299759
8453,0,6459538,http://www.bilibili.com/video/av6459538,1674,150,4894,2428,89,299696
1376,0,6273765,http://www.bilibili.com/video/av6273765,1483,145,3071,7838,70,298820
1739,0,6306826,http://www.bilibili.com/video/av6306826,994,196,1192,1447,80,298495
1258,0,6184270,http://www.bilibili.com/video/av6184270,1390,76,748,395,28,298166
2942,0,6319667,http://www.bilibili.com/video/av6319667,1621,52,2571,2208,51,298158
7258,0,6260202,http://www.bilibili.com/video/av6260202,2269,5676,16900,31901,56,297769
3294,0,6395890,http://www.bilibili.com/video/av6395890,1188,163,1878,770,0,297569
1089,0,6179534,http://www.bilibili.com/video/av6179534,758,94,882,521,35,297557
3323,0,6194938,http://www.bilibili.com/video/av6194938,1967,4180,15690,22606,91,297157
2477,0,6271639,http://www.bilibili.com/video/av6271639,724,3603,7392,10111,0,296726
1723,0,6304754,http://www.bilibili.com/video/av6304754,708,165,1240,469,0,296649
1497,0,6146884,http://www.bilibili.com/video/av6146884,1372,135,781,472,76,296338
18606,0,6429821,http://www.bilibili.com/video/av6429821,2062,238,2263,5508,0,295072
1016,0,6183354,http://www.bilibili.com/video/av6183354,453,86,880,891,0,293717
5868,0,6303176,http://www.bilibili.com/video/av6303176,1249,1801,14852,9773,79,293631
3097,0,6321163,http://www.bilibili.com/video/av6321163,1134,644,3994,12806,92,293296
62804,0,6324109,http://www.bilibili.com/video/av6324109,4792,190,1637,381,0,293054
5380,0,6384332,http://www.bilibili.com/video/av6384332,1984,3433,7112,27677,66,292583
1558,0,6251550,http://www.bilibili.com/video/av6251550,748,155,2239,1242,64,292187
1615,0,6378111,http://www.bilibili.com/video/av6378111,446,87,879,600,0,292168
1462,0,6308040,http://www.bilibili.com/video/av6308040,734,60,941,845,0,292144
757,0,6445711,http://www.bilibili.com/video/av6445711,243,261,927,3422,80,291796
3288,0,6203502,http://www.bilibili.com/video/av6203502,1294,259,1910,14750,83,291727
5029,0,6457790,http://www.bilibili.com/video/av6457790,1077,599,342,2459,54,291619
1831,0,6436952,http://www.bilibili.com/video/av6436952,499,34,630,320,0,291360
1802,0,6447475,http://www.bilibili.com/video/av6447475,1117,1176,4576,15345,96,291036
5181,0,6362855,http://www.bilibili.com/video/av6362855,959,2859,5685,5443,0,290393
74407,0,6402329,http://www.bilibili.com/video/av6402329,6117,341,2977,514,0,290253
4741,0,6344299,http://www.bilibili.com/video/av6344299,1628,1116,8389,11018,83,290044
4678,0,6317858,http://www.bilibili.com/video/av6317858,1520,290,2505,1456,0,289033
1523,0,6459995,http://www.bilibili.com/video/av6459995,417,50,632,424,0,288862
940,0,6142203,http://www.bilibili.com/video/av6142203,1274,582,1976,4083,30,288821
871,0,6328283,http://www.bilibili.com/video/av6328283,439,215,393,845,73,288784
3825,0,6427352,http://www.bilibili.com/video/av6427352,985,2711,13502,11690,31,287120
4069,0,6250736,http://www.bilibili.com/video/av6250736,1282,74,3026,1721,58,285835
9571,0,6241121,http://www.bilibili.com/video/av6241121,5057,676,11291,7079,76,285636
4657,0,6162977,http://www.bilibili.com/video/av6162977,555,499,242,4215,99,285558
4172,0,6129923,http://www.bilibili.com/video/av6129923,497,78,520,100,0,285507
1791,0,6296559,http://www.bilibili.com/video/av6296559,1629,177,446,660,0,285356
1244,0,6340524,http://www.bilibili.com/video/av6340524,442,140,1735,755,57,284995
18750,0,6332838,http://www.bilibili.com/video/av6332838,2618,1797,3804,12125,81,284857
6251,0,6373235,http://www.bilibili.com/video/av6373235,1421,353,3318,1904,24,284520
11359,0,6208151,http://www.bilibili.com/video/av6208151,1629,81,1583,298,0,284515
737,0,6309134,http://www.bilibili.com/video/av6309134,659,191,648,943,53,283730
2171,0,6437036,http://www.bilibili.com/video/av6437036,384,1039,3399,8730,52,283668
2177,0,6202906,http://www.bilibili.com/video/av6202906,1098,924,9338,24252,44,283484
3539,0,6119142,http://www.bilibili.com/video/av6119142,2261,5012,14852,18949,37,281775
4250,0,6383251,http://www.bilibili.com/video/av6383251,1202,3453,9695,8166,39,281615
2884,0,6384795,http://www.bilibili.com/video/av6384795,1986,2603,14797,16493,41,281419
1784,0,6278305,http://www.bilibili.com/video/av6278305,634,40,859,454,0,281408
8638,0,6457400,http://www.bilibili.com/video/av6457400,3778,2330,25062,21626,76,280311
5163,0,6128108,http://www.bilibili.com/video/av6128108,1187,2147,14401,41314,34,280037
555,0,6222736,http://www.bilibili.com/video/av6222736,592,112,197,4896,74,279658
1376,0,6173235,http://www.bilibili.com/video/av6173235,448,310,1161,1174,38,279323
16767,0,6175145,http://www.bilibili.com/video/av6175145,1880,223,1451,484,0,279165
3125,0,6212078,http://www.bilibili.com/video/av6212078,1189,178,2387,1733,39,278936
617,0,6204816,http://www.bilibili.com/video/av6204816,360,174,142,3469,69,278461
4622,0,6294620,http://www.bilibili.com/video/av6294620,1963,273,1560,2270,67,278246
7250,0,6228019,http://www.bilibili.com/video/av6228019,2019,2648,22172,21944,100,278156
8897,0,6171121,http://www.bilibili.com/video/av6171121,1076,126,846,214,0,277573
2035,0,6124553,http://www.bilibili.com/video/av6124553,581,209,1649,593,73,277343
5546,0,6468858,http://www.bilibili.com/video/av6468858,2354,430,8830,17557,53,276985
2745,0,6355205,http://www.bilibili.com/video/av6355205,535,370,1337,900,75,276935
1682,0,6109396,http://www.bilibili.com/video/av6109396,1135,232,2720,915,66,276511
18670,0,6432893,http://www.bilibili.com/video/av6432893,2078,352,1426,621,0,275776
6298,0,6110506,http://www.bilibili.com/video/av6110506,811,241,175,2393,56,275285
2137,0,6138388,http://www.bilibili.com/video/av6138388,776,217,1782,655,25,274941
1335,0,6452950,http://www.bilibili.com/video/av6452950,469,202,1705,645,42,274898
737,0,6128440,http://www.bilibili.com/video/av6128440,795,838,2830,7574,79,274718
1364,0,6464492,http://www.bilibili.com/video/av6464492,502,170,1652,618,57,274351
1418,0,6368247,http://www.bilibili.com/video/av6368247,360,27,584,414,0,274208
4002,0,6297481,http://www.bilibili.com/video/av6297481,1652,4526,11154,23156,93,273048
14639,0,6352916,http://www.bilibili.com/video/av6352916,1601,1069,3006,17529,0,273029
1014,0,6269986,http://www.bilibili.com/video/av6269986,410,207,362,623,51,272847
22307,0,6173089,http://www.bilibili.com/video/av6173089,2890,171,998,4470,0,271901
886,0,6288717,http://www.bilibili.com/video/av6288717,1242,637,2342,6032,63,271696
2422,0,6376469,http://www.bilibili.com/video/av6376469,2656,1396,10896,28898,44,271413
1774,0,6391308,http://www.bilibili.com/video/av6391308,597,91,1224,458,58,271263
975,0,6187091,http://www.bilibili.com/video/av6187091,420,252,394,843,30,270859
1110,0,6424633,http://www.bilibili.com/video/av6424633,619,91,166,2117,59,270308
13945,0,6259128,http://www.bilibili.com/video/av6259128,2337,175,1276,513,0,270006
3131,0,6145981,http://www.bilibili.com/video/av6145981,573,182,1506,4172,33,269318
1015,0,6364673,http://www.bilibili.com/video/av6364673,783,138,867,2778,88,268144
6971,0,6289202,http://www.bilibili.com/video/av6289202,2699,3920,25665,21718,53,267890
3221,0,6465759,http://www.bilibili.com/video/av6465759,1661,307,1702,6182,82,267190
3057,0,6273081,http://www.bilibili.com/video/av6273081,961,1404,8650,14482,57,266890
12936,0,6254732,http://www.bilibili.com/video/av6254732,1658,202,1636,4812,0,266584
17745,0,6171551,http://www.bilibili.com/video/av6171551,1600,218,1674,5094,0,266199
8982,0,6163699,http://www.bilibili.com/video/av6163699,1250,74,544,206,0,265597
5866,0,6130571,http://www.bilibili.com/video/av6130571,1598,1028,7888,21837,37,264226
1237,0,6408569,http://www.bilibili.com/video/av6408569,3238,254,3369,3782,2,264156
2433,0,6415285,http://www.bilibili.com/video/av6415285,1791,102,460,347,0,264062
18193,0,6421428,http://www.bilibili.com/video/av6421428,2710,294,1460,461,0,263894
5218,0,6216738,http://www.bilibili.com/video/av6216738,710,68,728,151,0,263889
1066,0,6132665,http://www.bilibili.com/video/av6132665,615,157,385,582,68,263640
1542,0,6135043,http://www.bilibili.com/video/av6135043,652,920,516,4903,50,263601
9207,0,6253886,http://www.bilibili.com/video/av6253886,1863,114,4789,2134,38,263369
5003,0,6397191,http://www.bilibili.com/video/av6397191,777,171,177,2950,74,263316
8481,0,6143446,http://www.bilibili.com/video/av6143446,3184,201,5218,3517,70,263071
1760,0,6350082,http://www.bilibili.com/video/av6350082,437,487,991,21662,91,262364
7708,0,6255388,http://www.bilibili.com/video/av6255388,835,126,807,233,0,261995
2373,0,6134473,http://www.bilibili.com/video/av6134473,1354,240,268,3802,98,261339
2095,0,6379172,http://www.bilibili.com/video/av6379172,1259,990,9374,12426,42,260640
1823,0,6391189,http://www.bilibili.com/video/av6391189,1405,1117,9652,7071,86,260263
1661,0,6397404,http://www.bilibili.com/video/av6397404,2882,1260,6341,5294,60,259352
2971,0,6216644,http://www.bilibili.com/video/av6216644,909,182,1291,3220,38,259333
1560,0,6476044,http://www.bilibili.com/video/av6476044,3390,325,609,1074,0,258991
7330,0,6418019,http://www.bilibili.com/video/av6418019,5238,1506,15057,20304,86,258952
1953,0,6248466,http://www.bilibili.com/video/av6248466,892,41,1678,778,12,258238
37687,0,6385466,http://www.bilibili.com/video/av6385466,3246,561,311,464,0,257765
1078,0,6218241,http://www.bilibili.com/video/av6218241,389,337,448,815,61,257433
9346,0,6212392,http://www.bilibili.com/video/av6212392,2121,550,7438,3441,72,257283
3318,0,6457793,http://www.bilibili.com/video/av6457793,5398,2869,29329,17877,88,257276
1934,0,6388096,http://www.bilibili.com/video/av6388096,728,49,857,423,97,257260
992,0,6114040,http://www.bilibili.com/video/av6114040,710,1504,3736,4784,75,256930
5840,0,6205684,http://www.bilibili.com/video/av6205684,1615,163,2779,1155,32,256726
1380,0,6130398,http://www.bilibili.com/video/av6130398,941,31,883,336,62,256680
12241,0,6345716,http://www.bilibili.com/video/av6345716,2402,164,1720,4575,0,256145
2164,0,6276989,http://www.bilibili.com/video/av6276989,1579,1092,5702,20698,43,256142
5908,0,6202603,http://www.bilibili.com/video/av6202603,1963,192,4213,1562,90,255750
1430,0,6360987,http://www.bilibili.com/video/av6360987,491,242,1432,678,63,255538
9128,0,6133465,http://www.bilibili.com/video/av6133465,522,687,1841,6269,100,255469
4809,0,6456397,http://www.bilibili.com/video/av6456397,996,677,729,8490,88,255434
14246,0,6193285,http://www.bilibili.com/video/av6193285,623,399,953,13388,52,255330
4711,0,6140458,http://www.bilibili.com/video/av6140458,2854,762,641,1629,0,255201
4462,0,6248126,http://www.bilibili.com/video/av6248126,1146,86,529,251,0,255153
2428,0,6389343,http://www.bilibili.com/video/av6389343,986,124,708,382,0,254512
357,0,6110183,http://www.bilibili.com/video/av6110183,421,431,301,2506,80,253686
9929,0,6467794,http://www.bilibili.com/video/av6467794,1205,821,7271,53760,40,253114
800,0,6353181,http://www.bilibili.com/video/av6353181,631,54,529,387,29,252384
6644,0,6461838,http://www.bilibili.com/video/av6461838,584,432,411,14114,0,251792
5613,0,6190785,http://www.bilibili.com/video/av6190785,2165,99,3648,1336,14,251791
2886,0,6425802,http://www.bilibili.com/video/av6425802,1160,963,10313,2702,70,251653
